,Nombredecrditsactifs,FLOORSMAXMODE,EXTSOURCE3,YEARSBEGINEXPLUATATIONMEDI,Nombredecrditsrembourss,EXTSOURCE2,OBS30CNTSOCIALCIRCLE,bureauMontantdesdettesactuelles,CODEGENDER,REGCITYNOTWORKCITY,NAMEFAMILYSTATUSMarried,DAYSBIRTH,FLAGOWNCAR,FLAGPHONE,REGIONRATINGCLIENTWCITY,NAMETYPESUITEUnaccompanied,YEARSBEGINEXPLUATATIONAVG,FLAGOWNREALTY,AMTANNUITY,ORGANIZATIONTYPESelfemployed,FLAGDOCUMENT3,bureauNombredejoursdepuisladerniredemande,AMTGOODSPRICE,NAMEINCOMETYPEWorking,AMTCREDIT,REGIONRATINGCLIENT,DAYSEMPLOYED,IPPaiementensouffrancemoyen,NAMEEDUCATIONTYPESecondarysecondaryspecial,DAYSREGISTRATION,YEARSBEGINEXPLUATATIONMODE,DAYSLASTPHONECHANGE,NAMECONTRACTTYPECashloans,CNTCHILDREN,TOTALAREAMODE,OCCUPATIONTYPELaborers,ORGANIZATIONTYPEBusinessEntityType3,REGCITYNOTLIVECITY,FLOORSMAXMEDI,NAMEEDUCATIONTYPEHighereducation,NAMEFAMILYSTATUSSinglenotmarried,DAYSIDPUBLISH,WEEKDAYAPPRPROCESSSTARTFRIDAY,OCCUPATIONTYPESalesstaff,WEEKDAYAPPRPROCESSSTARTTHURSDAY,FLAGDOCUMENT6,REGIONPOPULATIONRELATIVE,IPRetardmoyendespaiements,OCCUPATIONTYPECorestaff,OCCUPATIONTYPEDrivers,WEEKDAYAPPRPROCESSSTARTMONDAY,LIVEREGIONNOTWORKREGION,FLAGEMAIL,FLOORSMAXAVG,bureauMontantcrditsencours,ORGANIZATIONTYPESchool,HOURAPPRPROCESSSTART,AMTINCOMETOTAL,WEEKDAYAPPRPROCESSSTARTWEDNESDAY,DEF30CNTSOCIALCIRCLE,ORGANIZATIONTYPETransporttype3,FLAGWORKPHONE,OCCUPATIONTYPESecuritystaff,LIVECITYNOTWORKCITY,WEEKDAYAPPRPROCESSSTARTTUESDAY,NAMEHOUSINGTYPEHouseapartment,PreviousMontantdemandmoyen,ORGANIZATIONTYPETradetype7,ORGANIZATIONTYPEAgriculture,WEEKDAYAPPRPROCESSSTARTSATURDAY,NAMETYPESUITEFamily,FLAGEMPPHONE,CNTFAMMEMBERS,NAMEFAMILYSTATUSSeparated,NAMEINCOMETYPEStateservant,ORGANIZATIONTYPEOther,NAMEHOUSINGTYPEMunicipalapartment,DEF60CNTSOCIALCIRCLE,OBS60CNTSOCIALCIRCLE,OCCUPATIONTYPEHighskilltechstaff,NAMEFAMILYSTATUSWidow,SKIDCURR
1480,,0.7083,0.7180328113294772,0.9995,7.0,0.3903477740896321,7.0,0.0,1,0,1,-20476,0,0,2,1,0.9995,1,28705.5,0,0,-2435.0,319500.0,0,361674.0,3,365243,1853.20934375,1,-22.0,0.9995,-1567.0,1,0,0.2732,0,0,0,0.7083,0,0,-2652,1,0,0,1,0.020713,4.56875,0,0,0,0,0,0.7083,516721.5,0,11,90000.0,0,2.0,0,0,0,0,0,1,80307.75,0,0,0,0,0,2.0,0,0,0,0,2.0,7.0,0,0,110598
1481,3.0,0.125,0.3296550543128238,0.9861,3.0,0.0025231354476518,2.0,211732.56,1,0,0,-8092,0,0,2,1,0.9861,1,28350.0,0,1,-1072.0,270000.0,0,270000.0,2,-402,0.0,1,-2942.0,0.9861,-197.0,1,0,0.0251,0,1,0,0.125,0,1,-762,1,1,0,0,0.026392,12.902777777777779,0,0,0,0,0,0.125,545425.65,0,13,157500.0,0,0.0,0,1,0,0,0,1,58506.20357142857,0,0,0,0,1,1.0,0,0,0,0,0.0,2.0,0,0,110601
1482,2.0,,0.722392890081304,,3.0,0.6543543243035187,0.0,823594.5,0,0,1,-22500,0,0,2,0,,1,23895.0,0,1,-2752.0,328500.0,0,371862.0,2,365243,1048.4304545454545,1,-1799.0,,-2613.0,1,1,,0,0,0,,0,0,-5006,0,0,0,0,0.031329,5.181818181818182,0,0,0,0,0,,1783435.5,0,11,92250.0,0,0.0,0,0,0,0,1,1,145065.0,0,0,0,0,0,3.0,0,0,0,0,0.0,0.0,0,0,110602
1483,,0.1667,0.3689687382528466,0.9866,1.0,0.5171939548138732,0.0,0.0,0,0,0,-22960,1,0,3,1,0.9866,1,28948.5,0,1,-282.0,270000.0,0,291384.0,3,365243,-7071.500779411765,1,-1376.0,0.9866,-1963.0,1,0,0.0835,0,0,0,0.1667,0,0,-2524,0,0,0,0,0.020246,18.111764705882354,0,0,0,0,0,0.1667,145359.0,0,11,157500.0,0,0.0,0,0,0,0,0,1,164423.25,0,0,1,0,0,2.0,0,0,0,0,0.0,0.0,0,0,110604
1484,2.0,,0.1054731864873376,,8.0,0.2296406704681619,9.0,0.0,1,1,0,-21323,0,1,2,1,,1,22176.0,0,0,-798.0,261000.0,0,329904.0,2,-246,400.16785714285714,1,-9730.0,,0.0,1,0,,0,0,0,,0,0,-999,0,0,0,1,0.0228,4.838095238095238,0,0,0,0,0,,969284.79,0,12,180000.0,0,0.0,0,0,0,1,1,1,73246.5,0,0,0,0,1,1.0,0,0,0,0,0.0,9.0,0,1,110625
1485,2.0,,,,2.0,0.1858619446448972,8.0,263196.0,1,0,0,-13543,0,0,3,0,,0,12100.5,0,0,-982.0,135000.0,1,156384.0,3,-1496,0.0,1,-7664.0,,-391.0,1,0,,0,0,0,,0,1,-5202,0,1,1,0,0.018029,60.4,0,0,0,0,0,,863320.5,0,10,67500.0,0,0.0,0,1,0,0,0,0,29281.005,0,0,0,0,1,1.0,0,0,1,0,0.0,8.0,0,0,110626
1486,3.0,0.1667,0.237916079507114,0.9856,2.0,0.5866913777107273,4.0,1597745.385,0,0,1,-21157,1,1,2,1,0.9856,1,41764.5,0,1,-1525.0,517500.0,1,572148.0,2,-597,720.0024882352942,1,-7454.0,0.9856,-1484.0,1,0,0.0563,0,0,0,0.1667,0,0,-4647,0,0,1,0,0.0196889999999999,6.725882352941175,0,1,0,0,0,0.1667,3125196.0,0,13,189000.0,0,0.0,1,0,0,0,0,1,232825.5,0,0,0,0,1,2.0,0,0,0,0,0.0,4.0,0,0,110636
1487,3.0,0.375,0.1654074596555436,0.9891,3.0,0.5799626275656092,0.0,224703.0,1,0,0,-10919,0,0,3,1,0.9891,0,14647.5,0,0,-2849.0,450000.0,1,450000.0,3,-389,-905.0123076923077,0,-2729.0,0.9891,-710.0,1,2,0.448,0,0,0,0.375,1,0,-3609,0,0,0,0,0.010556,2.3846153846153846,0,0,0,0,0,0.375,692279.145,0,10,121500.0,0,0.0,0,1,0,0,0,0,32746.5,0,0,0,0,1,4.0,0,0,0,0,0.0,0.0,1,0,110637
1488,3.0,,0.1575949986663102,,6.0,0.4883704275437241,1.0,1462699.665,1,0,1,-19147,0,0,2,1,,1,21906.0,0,1,-2164.0,675000.0,1,675000.0,2,-3056,678.1002272727274,1,-10679.0,,-1898.0,1,0,,0,0,0,,0,0,-2702,1,0,0,0,0.0145199999999999,25.048430735930737,0,0,0,0,0,,2455259.2199999997,0,12,247500.0,0,0.0,0,0,0,0,0,1,46193.625,0,0,0,0,1,2.0,0,0,0,0,0.0,1.0,0,0,110638
1489,1.0,,0.7352209993926424,,4.0,0.5112126062603871,0.0,516721.5,1,1,1,-10341,1,1,2,1,,0,64669.5,0,0,-2056.0,1350000.0,0,1563840.0,2,-2272,2183.3678571428577,1,-4832.0,,-1664.0,1,0,,0,1,1,,0,0,-2795,0,0,0,0,0.030755,9.135714285714286,0,0,0,0,0,,1270989.0,0,20,112500.0,0,0.0,0,1,0,0,1,1,217451.25,0,0,0,0,1,2.0,0,0,0,0,0.0,0.0,1,0,110646
1490,5.0,0.1667,0.6058362647264226,0.9945,2.0,0.6632508799359089,5.0,922144.5,1,0,1,-13692,0,0,2,1,0.9945,1,19048.5,0,1,-1539.0,450000.0,1,450000.0,2,-6802,1288.179935064935,1,-3156.0,0.9945,0.0,1,2,0.0232,0,0,0,0.1667,0,0,-4692,0,0,0,0,0.026392,4.87012987012987,0,0,0,0,0,0.1667,3504753.0,0,11,90000.0,1,0.0,0,0,0,0,0,1,65792.25,0,0,0,0,1,4.0,0,0,1,0,0.0,5.0,0,0,110648
1491,,,,,7.0,0.6178823506477988,2.0,0.0,0,1,1,-19118,1,0,2,1,,1,53329.5,0,1,-2449.0,675000.0,0,675000.0,2,-4013,-2417.5697388059702,0,-1465.0,,-1232.0,1,0,,0,0,0,,1,0,-2655,0,0,0,0,0.035792,5.988381011608623,0,0,0,0,0,,2633548.5,0,10,405000.0,0,0.0,0,0,0,1,0,0,194299.875,0,0,1,0,1,2.0,0,0,0,0,0.0,2.0,0,0,110652
1492,5.0,,0.6178261467332483,,12.0,0.7191939087769792,2.0,1596352.5,0,0,0,-10594,1,0,2,0,,1,57681.0,0,1,-2776.0,900000.0,1,1030680.0,2,-3118,694.2121875,1,-2853.0,,-1854.0,1,0,,0,1,0,,0,1,-2853,0,0,0,0,0.007114,29.0,0,0,1,0,0,,4934302.155,0,10,450000.0,0,1.0,0,0,0,0,0,1,34818.75,0,0,0,0,1,1.0,0,0,0,0,1.0,2.0,0,0,110681
1493,1.0,0.375,0.3606125659189888,0.996,2.0,0.1504111262473146,0.0,41430.465,1,0,0,-20699,1,0,2,1,0.996,1,17262.0,0,0,-973.0,454500.0,0,454500.0,2,365243,67.58183658170917,1,-841.0,0.996,-268.0,1,0,0.1651,0,0,0,0.375,0,1,-3758,0,0,1,1,0.025164,8.120189905047477,0,0,0,0,0,0.375,268951.5,0,6,112500.0,0,0.0,0,0,0,0,0,1,165400.7142857143,0,0,0,0,0,1.0,0,0,0,0,0.0,0.0,0,0,110682
1494,1.0,,0.4507472818545589,,,0.2750864671392028,0.0,121594.5,1,0,0,-9440,0,0,3,1,,1,28863.0,1,1,-82.0,360000.0,1,360000.0,3,-1288,0.0,0,-4015.0,,-1706.0,1,0,,0,0,0,,0,0,-1513,0,1,0,0,0.018029,10.71111111111111,0,0,0,0,0,,140755.5,0,5,112500.0,0,0.0,0,1,0,0,1,1,63321.42857142857,0,0,0,0,1,2.0,0,0,0,0,0.0,0.0,0,0,110687
1495,2.0,0.0417,0.6738300778602003,0.9816,3.0,0.639203876711444,8.0,2123208.0,1,0,1,-18414,1,0,2,0,0.9816,1,40540.5,0,1,-1677.0,1125000.0,1,1125000.0,2,-2286,1348.3484999999998,1,-9627.0,0.9816,-1659.0,1,0,0.0135,0,0,0,0.0417,0,0,-1907,0,0,1,0,0.028663,-19.880555555555553,0,0,0,0,1,0.0417,3851455.5,0,9,225000.0,0,0.0,0,0,0,0,0,1,61875.0,0,0,0,0,1,2.0,0,0,0,0,0.0,8.0,0,0,110691
1496,2.0,0.125,0.3979463219016906,0.9752,1.0,0.6735736660339662,0.0,149634.0,1,0,1,-12948,0,0,2,1,0.9752,1,70987.5,0,1,-407.0,1269000.0,1,1269000.0,2,-1969,-358.66785,1,-5283.0,0.9752,-1769.0,1,0,0.0393,0,0,0,0.125,0,0,-278,0,0,0,0,0.028663,5.33969696969697,1,0,0,0,0,0.125,246348.0,0,14,171000.0,1,0.0,0,0,0,0,0,1,86697.75,0,0,0,0,1,2.0,0,0,0,0,0.0,0.0,0,0,110694
1497,,0.3333,,0.9786,,0.6766576793767902,0.0,,1,0,1,-15722,0,1,1,1,0.9786,1,39924.0,0,1,,675000.0,0,781920.0,1,-3981,0.0,1,-8008.0,0.9786,-157.0,1,0,0.0328,1,1,0,0.3333,0,0,-4181,1,0,0,0,0.032561,19.666666666666668,0,0,0,0,0,0.3333,,0,10,180000.0,0,0.0,0,1,0,0,0,1,71392.5,0,0,0,0,1,2.0,0,0,0,0,0.0,0.0,0,0,110695
1498,2.0,0.2083,0.4848514754962666,0.9901,6.0,0.5885936894845518,0.0,56700.0,0,0,0,-21317,0,1,2,1,0.9901,0,26572.5,0,1,-1081.0,225000.0,1,289732.5,2,-1606,1590.912857142857,1,-340.0,0.9876,-1115.0,1,0,0.0651,0,1,0,0.2708,0,1,-4717,0,0,0,0,0.009175,15.61904761904762,0,0,0,0,0,0.2708,413833.5,0,12,112500.0,0,0.0,0,0,0,0,1,1,63000.0,0,0,0,0,1,1.0,0,0,0,0,0.0,0.0,0,0,110696
1499,3.0,,0.5028782772082183,,5.0,0.6755227273357874,0.0,1826868.375,1,1,0,-11545,1,0,2,1,,0,11623.5,0,1,-2425.0,202500.0,1,202500.0,2,-2643,45.90927364864865,0,-1571.0,,0.0,1,1,,0,0,1,,1,1,-609,0,0,0,0,0.01885,1.9963963963963964,1,0,0,0,0,,4132656.0,0,14,135000.0,0,0.0,0,0,0,0,0,1,31796.1,0,0,1,0,1,2.0,0,0,0,0,0.0,0.0,0,0,110708
1500,,0.3333,0.6706517530862718,0.9935,2.0,0.5739688551416561,0.0,0.0,1,0,1,-16396,0,1,1,1,0.9935,1,20187.0,0,0,-1067.0,270000.0,0,270000.0,2,-1342,0.0,1,-1094.0,0.9935,-1156.0,1,0,0.0671,0,0,0,0.3333,0,0,-1868,0,0,1,0,0.010006,17.055555555555554,0,0,0,0,0,0.3333,195156.9,0,9,180000.0,0,0.0,0,1,0,0,0,1,141342.75,0,0,0,0,1,2.0,0,1,0,0,0.0,0.0,0,0,110710
